date,nav,scheme_code,scheme_name,fund_house,scheme_category,scheme_type,isin_growth,isin_div_reinvestment
07-08-2023,84.01000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
04-08-2023,83.68000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
03-08-2023,83.12000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
02-08-2023,83.64000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
01-08-2023,84.45000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
31-07-2023,84.55000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
28-07-2023,84.03000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
27-07-2023,83.97000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
26-07-2023,84.17000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
25-07-2023,83.52000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
24-07-2023,83.44000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
21-07-2023,83.58000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
20-07-2023,84.23000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
19-07-2023,83.72000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
18-07-2023,83.46000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
17-07-2023,83.24000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
14-07-2023,82.81000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
13-07-2023,82.25000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
12-07-2023,82.11000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
11-07-2023,82.26000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
10-07-2023,81.81000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
07-07-2023,81.72000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
06-07-2023,82.26000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
05-07-2023,81.84000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
04-07-2023,81.54000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
03-07-2023,81.54000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
30-06-2023,81.17000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
28-06-2023,80.29000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
27-06-2023,79.73000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
26-06-2023,79.20000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
23-06-2023,78.99000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
22-06-2023,79.48000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
21-06-2023,79.77000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
20-06-2023,79.58000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
19-06-2023,79.24000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
16-06-2023,79.62000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
15-06-2023,79.06000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
14-06-2023,79.29000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
13-06-2023,79.16000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
12-06-2023,78.69000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
09-06-2023,78.48000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
08-06-2023,78.61000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
07-06-2023,78.89000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
06-06-2023,78.32000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
05-06-2023,78.20000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
02-06-2023,77.74000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
01-06-2023,77.39000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
31-05-2023,77.58000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
30-05-2023,77.86000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
29-05-2023,77.72000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
26-05-2023,77.37000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
25-05-2023,76.65000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
24-05-2023,76.51000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
23-05-2023,76.67000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
22-05-2023,76.62000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
19-05-2023,76.37000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
18-05-2023,76.06000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
17-05-2023,76.23000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
16-05-2023,76.60000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
15-05-2023,76.84000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
12-05-2023,76.45000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
11-05-2023,76.54000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
10-05-2023,76.73000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
09-05-2023,76.54000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
08-05-2023,76.49000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
05-05-2023,75.75000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
04-05-2023,76.10000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
03-05-2023,75.62000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
02-05-2023,75.91000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
28-04-2023,75.45000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
27-04-2023,74.86000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
26-04-2023,74.48000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
25-04-2023,74.29000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
24-04-2023,74.20000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
21-04-2023,73.73000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
20-04-2023,74.03000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
19-04-2023,73.95000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
18-04-2023,74.15000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
17-04-2023,74.23000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
13-04-2023,74.80000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
12-04-2023,74.88000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
11-04-2023,74.58000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
10-04-2023,74.29000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
06-04-2023,74.13000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
05-04-2023,74.05000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
03-04-2023,73.53000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
31-03-2023,73.20000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
29-03-2023,72.09000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
28-03-2023,71.64000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
27-03-2023,71.89000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
24-03-2023,71.81000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
23-03-2023,72.39000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
22-03-2023,72.67000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
21-03-2023,72.49000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
20-03-2023,71.83000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
17-03-2023,72.24000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
16-03-2023,71.78000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
15-03-2023,71.70000,120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Mutual Fund,Equity Scheme - Large Cap Fund,Open Ended Schemes,INF109K016L0,
